customer_id,age_group,customer_segment,spending_score,loyalty_tier,avg_order_value,purchase_frequency_30d,discount_affinity,city,state,delivery_zone,dark_store_id,date,day_of_week,is_weekend,hour,time_of_day,temperature_c,rainfall_mm,humidity_pct,weather_condition,festival,festival_flag,local_event_flag,product_id,product_name,brand,category,base_product,pack_size,mrp,unit_cost,unit_price,shelf_life_days,product_rating,review_count,negative_review_rate,product_popularity_score,trend_signal,trend_category,product_views_7d,product_views_30d,add_to_cart_count_7d,purchase_count_7d,previous_purchase_count,repeat_purchase_flag,days_since_last_purchase,sales_1d,sales_7d,sales_30d,historical_demand_30d,demand_trend_pct,demand_status,current_stock,minimum_stock,maximum_stock,stock_turnover_days,days_to_expiry,expiry_risk,stockout_flag,stockout_risk_pct,competitor_1_price,competitor_2_price,competitor_price_gap_pct,competitor_discount_pct,current_discount_pct,promotion_type,promotion_eligible,discount_cost,gross_margin_before_promo,expected_units_without_promo,expected_units_with_promo,expected_revenue_without_promo,expected_revenue_with_promo,expected_profit_without_promo,expected_profit_with_promo,profit_impact_pct,expected_inventory_reduction,clearance_priority_score,recommended_action,scenario
C11791,35-44,Premium,78.5,,827.15,3,0.654,Chennai,Tamil Nadu,CHE-Z8,CHE-DS7,2026-04-19,Sunday,True,19,Evening,31.5,0.0,61.6,Clear/Cloudy,,0,0,P0137,Garbage Bags Medium,ValueMart,Home Care,Garbage Bags,Medium,110,85.5,91.79,3,3.18,17,0.401,50.76,Emerging,Beauty,27,122,4,2,3,1,4,1,5,27,1.18,-18.57,Stable,3,2,8,2.34,2,High,1,14.56,102.35,85.08,7.89,10,5,BOGO,1,4.59,6.29,1,1,91.79,87.2,6.29,1.7,-76.68,1,35.62,CLEARANCE,Normal
C02744,45-54,Premium,59.1,Gold,620.8,2,0.781,Bengaluru,Karnataka,BEN-Z2,BEN-DS8,2026-05-24,Sunday,True,16,Evening,33.4,0.0,48.4,Clear/Cloudy,,0,0,P0138,Garbage Bags Large,FreshChoice,Home Care,Garbage Bags,Large,35,23.06,35.0,5,3.64,12,0.181,50.2,Normal,,30,119,1,1,3,1,25,1,5,28,1.33,-21.2,Stable,2,2,9,1.4,1,Critical,1,33.76,31.57,33.81,10.86,0,0,,1,0.0,11.94,1,1,35.0,35.0,11.94,11.94,-7.73,1,47.6,CLEARANCE,Festival_Surge
C00813,35-44,High_Value,71.1,Gold,767.08,2,0.845,Kochi,Kerala,KOC-Z1,KOC-DS13,2026-07-04,Saturday,True,5,Night,33.6,14.4,62.5,Rain,,0,0,P0158,Baby Food Medium,ValueMart,Baby Care,Baby Food,Medium,55,39.37,53.77,15,4.07,183,0.197,48.4,Normal,,30,103,2,1,1,0,80,3,21,61,2.75,45.31,Growing,19,3,17,6.67,8,Low,1,11.35,59.06,59.08,-8.96,0,0,,1,0.0,14.4,3,3,161.31,161.31,43.2,43.2,-2.26,3,17.28,NO PROMOTION,Normal
C13267,55+,Regular,91.8,Gold,829.77,4,0.257,Visakhapatnam,Andhra Pradesh,VIS-Z4,VIS-DS6,2026-07-09,Thursday,False,9,Morning,30.1,0.0,53.2,Clear/Cloudy,,0,0,P0035,Energy Drink Medium,QuickFresh,Beverages,Energy Drink,Medium,90,60.32,80.64,180,3.96,52,0.181,58.68,Normal,,37,154,7,3,4,1,8,2,13,61,4.62,-8.26,Stable,5,3,37,1.06,154,Low,1,26.03,82.82,83.16,-2.63,15,15,,0,12.1,20.32,2,3,161.28,205.62,40.64,24.66,-40.78,3,7.91,NO PROMOTION,Normal
C02601,35-44,Regular,46.0,Silver,615.57,2,0.791,Pune,Maharashtra,PUN-Z8,PUN-DS2,2026-05-17,Sunday,True,23,Late Evening,30.7,0.0,55.4,Clear/Cloudy,,0,0,P0034,Energy Drink Small,ValueMart,Beverages,Energy Drink,Small,300,243.46,278.35,365,3.22,40,0.37,48.7,Normal,,30,112,5,3,1,0,90,1,7,26,2.82,13.79,Stable,13,2,26,4.45,55,Low,0,3.18,275.28,269.1,3.44,0,15,% Off,0,41.75,34.89,1,1,278.35,236.6,34.89,-6.86,-119.11,1,14.25,NO PROMOTION,Normal
C03134,25-34,Deal_Seeker,42.1,Gold,473.31,4,0.19,Hyderabad,Telangana,HYD-Z5,HYD-DS2,2026-05-21,Thursday,False,17,Evening,27.9,24.1,77.4,Rain,,0,0,P0139,Noodles Small,PremiumSelect,Instant & Ready Food,Noodles,Small,65,41.31,64.37,7,3.03,45,0.46,44.71,Viral,Collectible Toy,93,92,6,1,3,1,7,1,8,27,2.94,24.29,Stable,9,4,29,2.96,1,Critical,0,14.04,63.16,68.24,1.92,0,0,Clearance,1,0.0,23.06,1,1,64.37,64.37,23.06,23.06,-4.16,1,44.0,CLEARANCE,Viral_Trend
C11128,35-44,Regular,39.2,,620.26,0,0.639,Hyderabad,Telangana,HYD-Z1,HYD-DS8,2026-06-10,Wednesday,False,6,Morning,33.5,0.0,48.2,Clear/Cloudy,,0,0,P0057,Popcorn Large,ValueMart,Snacks,Popcorn,Large,200,121.19,174.11,60,2.73,211,0.502,45.09,Declining,,26,87,3,0,3,1,28,2,16,59,2.08,15.44,Stable,7,2,17,3.21,25,Low,1,19.29,166.12,187.61,4.81,15,25,% Off,0,43.53,52.92,2,4,348.22,522.32,105.84,37.56,-64.84,4,7.36,REVIEW PRODUCT QUALITY,Normal
C13715,35-44,Deal_Seeker,29.3,,465.58,4,0.533,Vijayawada,Andhra Pradesh,VIJ-Z8,VIJ-DS13,2026-07-02,Thursday,False,4,Night,27.1,0.0,46.7,Clear/Cloudy,Dussehra,1,1,P0024,Oats Large,QuickFresh,Dairy & Breakfast,Oats,Large,130,77.0,115.2,60,3.11,81,0.369,52.03,Normal,,33,124,0,0,1,0,87,1,12,47,4.54,8.86,Stable,19,5,37,4.09,40,Low,0,1.46,125.28,108.31,6.36,10,15,,0,17.28,38.2,2,3,230.4,293.76,76.4,62.76,-18.91,3,14.37,REVIEW PRODUCT QUALITY,Overstock
C04098,55+,Occasional,45.0,Gold,607.84,3,0.431,Pune,Maharashtra,PUN-Z4,PUN-DS13,2026-06-01,Monday,False,2,Night,26.3,0.0,51.5,Clear/Cloudy,,0,0,P0034,Energy Drink Small,ValueMart,Beverages,Energy Drink,Small,300,243.46,277.2,365,3.08,92,0.377,49.19,Emerging,Snacks,31,120,0,0,1,0,43,0,0,0,1.16,0.0,Stable,4,2,8,1.59,2,Low,1,0.0,303.46,292.83,-5.34,10,5,,0,13.86,33.74,0,0,0.0,0.0,0.0,0.0,-100.0,0,4.29,CLEARANCE,Near_Expiry
C13895,25-34,Occasional,50.6,,655.81,4,0.499,Kolkata,West Bengal,KOL-Z3,KOL-DS6,2026-06-12,Friday,False,13,Afternoon,23.2,29.8,91.3,Storm,,0,0,P0050,Namkeen Medium,UrbanBasket,Snacks,Namkeen,Medium,35,19.5,30.52,365,3.15,18,0.318,44.56,Viral,Beverages,27,97,1,1,3,1,45,0,0,0,1.18,0.0,Stable,20,2,9,7.81,0,Low,0,7.15,33.33,29.28,4.23,10,10,Clearance,1,3.05,11.02,0,0,0.0,0.0,0.0,0.0,-100.0,0,20.63,CLEARANCE,Near_Expiry
C03333,35-44,Budget,23.7,Silver,315.9,1,0.232,Nagpur,Maharashtra,NAG-Z7,NAG-DS3,2026-06-11,Thursday,False,10,Morning,25.5,20.7,75.2,Rain,,0,0,P0121,Sanitary Care Small,LocalBrand,Personal Care,Sanitary Care,Small,110,74.48,108.09,365,2.98,108,0.459,48.95,Normal,,24,116,0,0,1,1,33,1,3,13,0.44,-0.89,Stable,2,2,7,3.7,96,Low,1,11.94,117.91,118.9,-8.33,10,20,% Off,0,21.62,33.61,0,0,0.0,0.0,0.0,0.0,-100.0,0,5.17,REVIEW PRODUCT QUALITY,Overstock
C13037,18-24,Budget,46.2,,527.7,0,0.593,Kolkata,West Bengal,KOL-Z7,KOL-DS10,2026-05-22,Friday,False,11,Afternoon,22.5,0.0,67.6,Clear/Cloudy,,0,0,P0156,Diapers Large,NatureBest,Baby Care,Diapers,Large,300,204.19,266.95,90,2.77,5,0.561,40.38,Normal,,23,72,2,0,0,0,75,2,6,20,1.72,24.84,Stable,11,2,19,6.04,67,Low,0,15.63,250.44,286.46,6.59,10,0,% Off,0,0.0,62.76,1,1,266.95,266.95,62.76,62.76,-1.57,1,12.03,REVIEW PRODUCT QUALITY,Overstock
C04969,55+,Regular,53.7,,652.39,0,0.76,Indore,Madhya Pradesh,IND-Z3,IND-DS9,2026-06-12,Friday,False,19,Evening,31.7,0.0,51.6,Clear/Cloudy,,0,0,P0048,Biscuits Large,QuickFresh,Snacks,Biscuits,Large,55,40.79,53.4,30,3.54,6,0.265,58.11,Emerging,Collectible Toy,34,158,7,4,0,0,117,1,7,29,3.7,3.12,Stable,16,4,21,4.21,28,Low,0,0.01,48.38,56.03,10.38,20,10,,1,5.34,12.61,1,1,53.4,48.06,12.61,7.27,-46.58,1,18.41,COMPETITIVE PRICE OFFER,Normal
C13076,25-34,Premium,72.1,,854.47,6,0.779,Kolkata,West Bengal,KOL-Z3,KOL-DS13,2026-07-11,Saturday,True,21,Late Evening,22.3,0.0,65.8,Clear/Cloudy,,0,0,P0124,Detergent Small,LocalBrand,Home Care,Detergent,Small,55,29.46,53.02,90,3.37,6,0.246,51.11,Declining,,27,110,2,1,4,1,52,4,23,91,5.43,8.05,Stable,16,4,53,1.45,2,Low,1,29.7,51.29,59.3,3.37,15,20,% Off,0,10.6,23.56,3,4,159.06,169.68,70.68,51.84,-27.68,4,5.94,CLEARANCE,Near_Expiry
C03248,35-44,Deal_Seeker,85.7,,874.48,6,0.375,Kolkata,West Bengal,KOL-Z7,KOL-DS7,2026-07-10,Friday,False,8,Morning,23.3,11.4,55.7,Rain,Ganesh Chaturthi,1,0,P0053,Chocolate Medium,PremiumSelect,Snacks,Chocolate,Medium,35,21.36,34.61,3,4.14,20,0.175,60.48,Normal,,39,155,7,5,2,1,22,3,24,98,4.37,4.81,Stable,8,7,27,1.79,2,High,1,26.65,31.53,36.19,9.77,0,30,% Off,1,10.38,13.25,3,5,103.83,121.15,39.75,14.35,-64.79,5,27.33,CLEARANCE,Normal
C11823,35-44,Budget,46.7,,578.49,4,0.73,Delhi,Delhi,DEL-Z2,DEL-DS7,2026-04-18,Saturday,True,16,Evening,31.7,0.0,63.5,Clear/Cloudy,,0,0,P0136,Garbage Bags Small,PremiumSelect,Home Care,Garbage Bags,Small,300,202.28,262.26,30,2.68,17,0.478,54.23,Normal,,28,145,4,3,4,1,20,0,0,0,0.02,0.0,Stable,0,2,7,0.0,19,Low,1,1.26,292.11,264.56,-0.87,20,15,,0,39.34,59.98,0,0,0.0,0.0,0.0,0.0,-100.0,0,3.5,REVIEW PRODUCT QUALITY,Normal
C05507,45-54,Premium,82.0,Silver,908.04,6,0.262,Coimbatore,Tamil Nadu,COI-Z2,COI-DS10,2026-05-02,Saturday,True,12,Afternoon,31.7,0.0,61.2,Clear/Cloudy,Diwali,1,0,P0125,Detergent Medium,UrbanBasket,Home Care,Detergent,Medium,400,318.98,360.5,60,2.98,62,0.761,48.36,Emerging,Collectible Toy,26,100,1,0,2,1,44,3,21,74,5.31,20.78,Stable,22,9,57,4.07,22,Low,0,8.01,337.42,367.35,6.84,5,30,BOGO,0,108.15,41.52,3,5,1081.5,1261.75,124.56,-333.15,-365.33,5,14.04,REVIEW PRODUCT QUALITY,Bad_Product_Signal
C06688,25-34,Regular,70.9,Platinum,718.26,3,0.485,Ahmedabad,Gujarat,AHM-Z6,AHM-DS12,2026-04-09,Thursday,False,6,Morning,22.3,0.0,50.3,Clear/Cloudy,,0,0,P0157,Baby Food Small,DailyBasket,Baby Care,Baby Food,Small,400,309.83,361.73,90,3.16,26,0.397,47.98,Normal,,26,114,2,0,1,0,87,0,0,0,2.2,0.0,Stable,15,3,25,6.52,18,Low,0,7.97,363.79,363.98,-0.57,0,40,,0,144.69,51.9,0,0,0.0,0.0,0.0,-0.0,-100.0,0,33.68,REVIEW PRODUCT QUALITY,Normal
C07739,55+,High_Value,61.4,,614.73,4,0.56,Lucknow,Uttar Pradesh,LUC-Z8,LUC-DS2,2026-05-31,Sunday,True,22,Late Evening,26.3,34.8,97.8,Storm,Christmas,1,0,P0048,Biscuits Large,QuickFresh,Snacks,Biscuits,Large,55,40.79,47.31,30,3.34,8,0.316,60.71,Normal,,35,139,3,1,9,1,13,5,43,178,7.87,3.47,Stable,51,12,88,6.4,21,Low,0,12.22,51.01,51.31,-7.25,0,0,,0,0.0,6.52,6,6,283.86,283.86,39.12,39.12,-2.49,6,17.75,NO PROMOTION,High_Demand
C11690,25-34,Regular,16.4,Silver,382.1,2,0.67,Bengaluru,Karnataka,BEN-Z1,BEN-DS3,2026-04-13,Monday,False,19,Evening,34.2,0.0,63.3,Clear/Cloudy,,0,0,P0134,Tissues Medium,ValueMart,Home Care,Tissues,Medium,250,140.09,210.59,30,3.06,27,0.471,43.75,Normal,,27,93,1,0,2,0,70,0,0,0,1.54,0.0,Stable,14,2,11,8.54,4,Medium,0,7.0,224.66,226.57,-6.26,0,0,% Off,1,0.0,70.5,0,0,0.0,0.0,0.0,0.0,-100.0,0,42.0,REVIEW PRODUCT QUALITY,Low_Demand
C09933,25-34,Budget,76.6,Platinum,869.09,3,0.825,Kolkata,West Bengal,KOL-Z6,KOL-DS6,2026-06-15,Monday,False,18,Evening,29.7,8.8,63.1,Rain,,0,0,P0109,Soap Small,LocalBrand,Personal Care,Soap,Small,90,55.39,85.46,7,3.34,100,0.311,53.05,Normal,,30,125,3,0,5,1,5,2,14,66,4.89,-8.7,Stable,16,5,46,3.21,1,Critical,0,12.51,89.49,79.75,7.16,0,0,,1,0.0,30.07,2,2,170.92,170.92,60.14,60.14,-1.64,2,50.02,CLEARANCE,Low_Demand
C13261,35-44,Regular,48.8,Silver,606.62,5,0.24,Hyderabad,Telangana,HYD-Z8,HYD-DS3,2026-04-16,Thursday,False,5,Night,28.2,0.0,51.9,Clear/Cloudy,Dussehra,1,0,P0032,Water Medium,DailyBasket,Beverages,Water,Medium,400,245.24,350.64,90,3.45,121,0.226,55.4,Normal,,30,139,3,1,3,0,63,2,13,55,3.77,1.23,Stable,16,6,43,4.13,67,Low,0,10.67,342.0,386.2,2.53,20,5,,0,17.53,105.4,2,2,701.28,666.22,210.8,175.74,-17.03,2,11.7,NO PROMOTION,Weekend_Surge
C04121,18-24,Budget,36.3,,544.47,5,0.682,Kolkata,West Bengal,KOL-Z3,KOL-DS10,2026-07-20,Monday,False,8,Morning,24.5,0.0,55.1,Clear/Cloudy,,0,0,P0098,Salt Medium,NatureBest,Staples,Salt,Medium,130,74.06,119.26,180,3.7,5,0.297,50.47,Normal,,30,121,3,2,5,0,118,1,6,25,2.71,2.55,Stable,13,2,20,4.63,90,Low,0,5.17,110.99,132.82,7.45,20,0,,0,0.0,45.2,1,1,119.26,119.26,45.2,45.2,-2.16,1,13.77,NO PROMOTION,Normal
C14945,55+,Regular,79.1,Silver,783.14,5,0.522,Kochi,Kerala,KOC-Z3,KOC-DS2,2026-05-15,Friday,False,5,Night,33.9,0.0,50.5,Clear/Cloudy,,0,0,P0099,Salt Large,NatureBest,Staples,Salt,Large,90,54.49,75.14,2,3.95,154,0.117,50.68,Normal,,31,125,7,2,2,0,100,1,3,11,2.65,13.27,Stable,16,4,28,2.91,2,High,0,6.35,78.82,76.93,-2.33,10,0,BOGO,1,0.0,20.65,0,0,0.0,0.0,0.0,0.0,-100.0,0,39.33,CLEARANCE,Near_Expiry
C12363,25-34,Regular,32.1,Silver,436.43,3,0.884,Vijayawada,Andhra Pradesh,VIJ-Z7,VIJ-DS12,2026-05-07,Thursday,False,12,Afternoon,29.7,0.0,65.3,Clear/Cloudy,,0,0,P0057,Popcorn Large,ValueMart,Snacks,Popcorn,Large,200,121.19,168.89,60,3.84,52,0.189,54.12,Normal,,34,132,1,0,1,1,23,3,17,58,3.59,24.36,Stable,23,3,36,6.23,20,Low,0,2.24,169.02,186.94,-0.08,15,15,Bundle,0,25.33,47.7,2,3,337.78,430.68,95.4,67.11,-30.38,3,18.67,NO PROMOTION,Normal
C08452,25-34,Regular,47.2,Silver,624.25,2,0.74,Pune,Maharashtra,PUN-Z8,PUN-DS1,2026-05-25,Monday,False,17,Evening,30.8,0.0,52.3,Clear/Cloudy,,0,0,P0071,Onion Medium,UrbanBasket,Fruits & Vegetables,Onion,Medium,65,34.15,63.48,7,3.22,48,0.374,52.71,Emerging,Beverages,34,131,5,2,3,0,57,1,7,30,3.09,0.0,Stable,9,3,20,2.82,3,High,0,3.7,58.56,68.98,8.4,0,5,% Off,1,3.17,29.33,1,1,63.48,60.31,29.33,26.16,-13.75,1,26.5,NO PROMOTION,High_Demand
C03493,18-24,Regular,14.2,,378.76,2,0.115,Mumbai,Maharashtra,MUM-Z7,MUM-DS4,2026-04-07,Tuesday,False,21,Late Evening,27.5,10.1,69.5,Rain,,0,0,P0086,Rice Medium,NatureBest,Staples,Rice,Medium,65,38.63,56.58,2,3.94,20,0.221,44.96,Viral,Snacks,24,99,1,1,1,0,37,0,0,0,2.95,0.0,Stable,10,4,22,3.28,1,Critical,0,0.0,49.82,51.55,13.57,0,0,,1,0.0,17.95,0,0,0.0,0.0,0.0,0.0,-100.0,0,55.0,CLEARANCE,Normal
C10639,35-44,Budget,27.5,Silver,530.48,0,0.62,Kolkata,West Bengal,KOL-Z1,KOL-DS12,2026-07-19,Sunday,True,11,Afternoon,28.8,0.0,57.7,Clear/Cloudy,,0,0,P0127,Dishwash Small,FreshChoice,Home Care,Dishwash,Small,110,85.04,100.4,365,3.35,16,0.345,49.4,Normal,,25,121,1,0,3,1,14,0,0,0,0.66,0.0,Stable,6,2,7,3.95,1,Low,0,2.27,95.38,109.8,5.26,15,0,% Off,0,0.0,15.36,0,0,0.0,0.0,0.0,0.0,-100.0,0,6.19,CLEARANCE,Near_Expiry
C04972,18-24,Deal_Seeker,94.8,,979.42,10,0.501,Pune,Maharashtra,PUN-Z7,PUN-DS1,2026-07-27,Monday,False,16,Evening,27.6,0.0,67.0,Clear/Cloudy,,0,0,P0160,Baby Wipes Small,UrbanBasket,Baby Care,Baby Wipes,Small,25,17.0,21.59,60,3.24,4,0.374,48.79,Normal,,34,118,7,5,6,1,55,0,0,0,1.87,0.0,Stable,2,2,22,0.51,2,Low,1,0.0,22.73,21.94,-1.6,5,0,% Off,0,0.0,4.59,0,0,0.0,0.0,0.0,0.0,-100.0,0,3.25,CLEARANCE,Near_Expiry
C01528,35-44,Budget,34.1,Silver,492.6,7,0.63,Jaipur,Rajasthan,JAI-Z2,JAI-DS12,2026-06-23,Tuesday,False,9,Morning,31.2,0.0,53.3,Clear/Cloudy,,0,0,P0067,Tomato Small,QuickFresh,Fruits & Vegetables,Tomato,Small,90,71.99,82.13,180,3.3,33,0.323,58.57,Normal,,35,159,3,1,8,0,116,2,7,35,2.36,-13.16,Stable,4,4,19,1.63,164,Low,1,75.67,74.48,88.57,10.27,10,15,% Off,1,12.32,10.14,1,1,82.13,69.81,10.14,-2.18,-119.57,1,11.0,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C02143,35-44,Premium,66.1,Gold,752.38,8,0.183,Bengaluru,Karnataka,BEN-Z3,BEN-DS4,2026-06-22,Monday,False,10,Morning,32.7,0.0,46.8,Clear/Cloudy,Sankranti,1,0,P0111,Soap Large,PremiumSelect,Personal Care,Soap,Large,25,19.56,20.87,365,4.21,148,0.158,57.44,Normal,,31,147,7,6,12,0,64,3,18,65,3.75,17.86,Stable,30,3,24,3.9,2,Low,1,11.36,19.77,20.61,5.56,15,0,,0,0.0,1.31,3,3,62.61,62.61,3.93,3.93,-20.28,3,7.93,CLEARANCE,Near_Expiry
C01394,25-34,Occasional,90.0,Silver,877.13,7,0.146,Delhi,Delhi,DEL-Z8,DEL-DS2,2026-06-23,Tuesday,False,5,Night,34.3,0.0,60.5,Clear/Cloudy,,0,0,P0085,Rice Small,NatureBest,Staples,Rice,Small,45,29.53,43.38,90,3.51,17,0.246,48.99,Normal,,28,119,9,3,2,0,50,0,0,0,2.46,0.0,Stable,12,4,22,4.69,15,Low,0,2.63,46.9,48.88,-7.51,0,20,BOGO,0,8.68,13.85,0,0,0.0,0.0,0.0,0.0,-100.0,0,28.38,NO PROMOTION,Normal
C01572,35-44,Premium,46.2,Gold,616.55,3,0.446,Chennai,Tamil Nadu,CHE-Z3,CHE-DS12,2026-04-12,Sunday,True,5,Night,30.8,0.0,45.2,Clear/Cloudy,,0,0,P0047,Biscuits Medium,LocalBrand,Snacks,Biscuits,Medium,200,146.92,198.85,180,3.93,8,0.21,56.25,Normal,,38,155,7,1,4,1,9,0,0,0,0.53,0.0,Stable,6,2,7,9.52,72,Low,0,0.0,201.85,221.71,-1.49,5,10,Clearance,1,19.89,51.93,0,0,0.0,0.0,0.0,0.0,-100.0,0,12.96,NO PROMOTION,Normal
C04998,35-44,Budget,58.3,Gold,584.39,6,0.26,Bhubaneswar,Odisha,BHU-Z6,BHU-DS12,2026-05-18,Monday,False,23,Late Evening,22.8,0.0,47.7,Clear/Cloudy,,0,1,P0086,Rice Medium,NatureBest,Staples,Rice,Medium,65,38.63,58.3,2,3.17,65,0.408,50.2,Normal,,33,125,2,1,4,0,113,0,0,0,1.54,0.0,Stable,13,2,8,7.93,1,Critical,0,0.0,58.67,55.63,4.8,5,15,% Off,1,8.74,19.67,0,0,0.0,0.0,0.0,0.0,-100.0,0,61.0,CLEARANCE,Weekend_Surge
C03014,25-34,Occasional,85.0,,881.56,3,0.177,Gurugram,Haryana,GUR-Z5,GUR-DS11,2026-04-11,Saturday,True,17,Evening,25.8,0.0,57.3,Clear/Cloudy,,0,0,P0033,Water Large,FreshChoice,Beverages,Water,Large,75,56.49,61.66,15,3.47,30,0.34,54.2,Emerging,Snacks,31,123,4,2,3,1,34,3,21,102,6.34,-11.43,Stable,42,10,41,6.52,12,Low,0,8.76,57.26,68.05,7.68,5,0,% Off,1,0.0,5.17,3,3,184.98,184.98,15.51,15.51,-6.06,3,32.1,NO PROMOTION,Normal
C04626,55+,Budget,56.1,,617.81,0,0.674,Nagpur,Maharashtra,NAG-Z2,NAG-DS9,2026-04-26,Sunday,True,15,Afternoon,24.8,0.0,39.7,Clear/Cloudy,,0,0,P0004,Curd Small,LocalBrand,Dairy & Breakfast,Curd,Small,35,23.61,30.15,365,3.97,12,0.139,53.11,Normal,,40,121,3,0,0,0,21,5,22,86,4.53,9.31,Stable,19,8,48,4.1,330,Low,1,14.91,26.66,30.2,13.09,5,0,Bundle,1,0.0,6.54,3,3,90.45,90.45,19.62,19.62,-4.85,3,9.71,COMPETITIVE PRICE OFFER,High_Demand
C03951,35-44,Premium,55.3,Gold,626.63,2,0.12,Kolkata,West Bengal,KOL-Z2,KOL-DS7,2026-04-17,Friday,False,22,Late Evening,20.6,0.0,55.6,Clear/Cloudy,,0,0,P0030,Juice Large,LocalBrand,Beverages,Juice,Large,35,27.38,30.32,30,3.26,113,0.408,44.76,Emerging,Beauty,28,80,0,0,3,1,19,3,17,84,5.08,-12.81,Stable,34,8,26,6.56,30,Low,0,15.5,31.05,30.71,-1.27,0,0,,1,0.0,2.94,2,2,60.64,60.64,5.88,5.88,-14.53,2,31.33,NO PROMOTION,Overstock
C01250,45-54,High_Value,65.8,,649.46,4,0.581,Kolkata,West Bengal,KOL-Z3,KOL-DS7,2026-07-11,Saturday,True,1,Night,20.9,23.1,94.1,Rain,,0,0,P0031,Water Small,LocalBrand,Beverages,Water,Small,65,37.63,61.35,180,3.52,199,0.366,48.85,Normal,,29,111,4,1,3,0,112,2,8,34,2.78,0.77,Stable,22,4,16,7.64,172,Low,0,0.68,56.58,68.05,8.43,0,0,Clearance,1,0.0,23.72,1,1,61.35,61.35,23.72,23.72,-4.05,1,22.4,NO PROMOTION,Normal
C02897,18-24,Deal_Seeker,66.4,Platinum,707.94,4,0.257,Jaipur,Rajasthan,JAI-Z4,JAI-DS7,2026-05-31,Sunday,True,20,Late Evening,36.0,0.0,66.1,Hot,Eid,1,1,P0117,Face Wash Large,FreshChoice,Personal Care,Face Wash,Large,90,62.22,86.39,90,3.29,9,0.379,42.14,Normal,,27,76,7,2,2,1,26,2,10,42,2.44,1.9,Stable,14,4,18,5.51,54,Low,0,4.57,85.77,83.87,3.0,15,5,Bundle,1,4.32,24.17,1,1,86.39,82.07,24.17,19.85,-21.14,1,15.27,NO PROMOTION,Normal
C14893,45-54,Regular,64.8,,792.86,3,0.221,Lucknow,Uttar Pradesh,LUC-Z2,LUC-DS9,2026-05-16,Saturday,True,2,Night,23.8,38.5,98.0,Storm,Christmas,1,0,P0020,Cereal Medium,LocalBrand,Dairy & Breakfast,Cereal,Medium,75,41.13,68.19,60,4.53,29,0.0,67.18,Emerging,Beverages,42,170,4,2,4,1,50,7,44,183,7.97,3.0,Stable,33,10,65,4.09,51,Low,1,17.07,71.7,74.45,-4.9,15,0,Clearance,0,0.0,27.06,6,6,409.14,409.14,162.36,162.36,-0.61,6,10.77,NO PROMOTION,Normal
C09967,25-34,Occasional,13.7,Platinum,402.14,2,0.456,Hyderabad,Telangana,HYD-Z4,HYD-DS5,2026-07-19,Sunday,True,19,Evening,31.0,0.0,55.2,Clear/Cloudy,,0,1,P0023,Oats Medium,DailyBasket,Dairy & Breakfast,Oats,Medium,160,128.17,137.97,30,3.01,44,0.452,53.94,Normal,,35,129,1,0,1,1,55,2,16,68,3.36,0.8,Stable,12,5,23,3.47,9,Low,1,9.48,139.85,138.66,-0.5,0,5,% Off,0,6.9,9.8,2,2,275.94,262.14,19.6,5.8,-71.84,2,15.0,REVIEW PRODUCT QUALITY,Normal
C14817,35-44,Premium,71.1,Silver,714.09,4,0.308,Gurugram,Haryana,GUR-Z4,GUR-DS1,2026-07-24,Friday,False,13,Afternoon,28.8,0.0,53.5,Clear/Cloudy,Diwali,1,1,P0077,Mango Medium,PremiumSelect,Fruits & Vegetables,Mango,Medium,130,91.23,128.03,3,3.9,29,0.212,66.07,Normal,,35,169,8,2,4,0,53,5,40,162,6.54,5.71,Stable,29,6,42,4.37,1,Critical,1,14.9,140.15,119.04,20.88,10,20,Coupon,1,25.61,36.8,6,8,768.18,819.36,220.8,89.52,-59.64,8,43.29,CLEARANCE,Competitor_Cheaper
C09249,25-34,High_Value,62.6,Silver,719.82,3,0.762,Gurugram,Haryana,GUR-Z6,GUR-DS6,2026-04-23,Thursday,False,2,Night,21.9,0.0,46.4,Clear/Cloudy,Ugadi,1,1,P0142,Pasta Small,DailyBasket,Instant & Ready Food,Pasta,Small,35,19.67,30.52,90,3.08,7,0.376,53.23,Emerging,Collectible Toy,28,140,1,1,4,1,15,0,0,0,0.76,0.0,Stable,0,2,7,0.0,15,Low,1,0.93,28.74,27.65,10.38,10,5,,1,1.53,10.85,0,0,0.0,0.0,0.0,0.0,-100.0,0,4.38,REVIEW PRODUCT QUALITY,Normal
C06639,45-54,Occasional,56.3,Gold,684.93,2,0.812,Chennai,Tamil Nadu,CHE-Z5,CHE-DS6,2026-07-22,Wednesday,False,2,Night,32.4,0.0,58.7,Clear/Cloudy,,0,0,P0021,Cereal Large,ValueMart,Dairy & Breakfast,Cereal,Large,55,40.92,53.29,180,3.24,14,0.353,64.92,Normal,,40,177,7,3,0,0,41,3,26,98,3.39,13.3,Stable,3,4,32,0.86,47,Low,1,50.99,47.78,54.14,11.53,10,0,,1,0.0,12.37,4,4,213.16,213.16,49.48,49.48,-1.98,3,2.66,COMPETITIVE PRICE OFFER,Low_Demand
